ID,Country,Latitude,Longitude,Page,Battle,Year,Participants,War,Winner,Loser,Participant 1,Participant 2,Lehmann Zhukov Scale,Theatre,Polygon,Massacre,Alternative Sources Consulted,Infered Scale,Minor,Description
Otterburn1388,United Kingdom,55.231059,-2.176524,763,Otterburn,1388,"['Anglo', 'Douglas', 'Hotspur', 'Northumberland', 'Otterburn', 'Hexham', 'Hotspur']",Anglo-Scottish Border Wars,Scotland,England,,,2.0,Land,,No,https://www.battlefieldstrust.com/resource-centre/medieval/battleview.asp?BattleFieldId=34,,,"The Battle of Otterburn took place according to Scottish sources on 5 August 1388, or 19 August according to English sources, as part of the continuing border skirmishes between the Scots and English."
Otumba1520,Mexico,19.6988525,-98.75751,763,Otumba,1520,"['Spanish', 'Mexico', 'Spanish', 'Tenochtitlan']",Spanish Conquest of Mexico,Spain,Aztec Empire,,,3.0,Land,,No,"Harbottle's Dictionary of Battles, George Bruce, 1979, p190; Clodfelter, Warfare and Armed Conflict, p31",,,"The Battle of Otumba was fought between the Aztec and allied forces led by the Cihuacoatl Matlatzincátzin and those of Hernán Cortés made up of the Spanish conquerors and Tlaxcalan allies. It took place on July 7, 1520, in Temalcatitlán, a plain near Otumba during the development of the Conquest of the Aztec Empire. The result of the battle was a victory for the Spanish, which allowed Cortés to reorganize his army, having suffered casualties a few days before in the episode known as La Noche Triste. A year later, by reinforcing his army with new men and supplies, and creating alliances with the indigenous peoples who had been subjugated by the Aztec, Cortés managed to besiege and conquer Tenochtitlan."
Ouaddai1990,Chad,13.5249053,20.6130503,763,Ouaddai,1990,"['Chad', 'Libyan', 'Darfur', 'Sudan', 'Habre']",Chad Civil Wars,Chadian Rebels,Chad,,,,Land,,No,,,,No description available
Ouadi Doum1987,Chad,18.4166866,20.3579119,763,Ouadi Doum,1987,"['Libya', 'Fada', 'Libya', 'Libyan']",Libyan Chad War,Chad,Libya,,,,Land,,No,,,,No description available
Oudenarde1708,Belgium,50.8469547,3.6013676,763,Oudenarde,1708,"['French', 'Netherlands', 'Brussels', 'French']",War of the Spanish Succession,"United Kingdom, Austria",France,,,3.0,Land,,No,"The Field and the Forge, Landers, p388",,,"The Battle of Oudenarde, also known as the Battle of Oudenaarde, was a major engagement of the War of the Spanish Succession, pitting a Anglo-Dutch force consisting of eighty thousand men under the command of the Duke of Marlborough, Lord Overkirk and Prince Eugene of Savoy against a French force of eighty-five thousand men under the command of the Duc de Bourgogne and the Duc de Vendôme, the battle resulting in a great victory for the Grand Alliance. The battle was fought near the city of Oudenaarde, at the time part of the Spanish Netherlands, on 11 July 1708. With this victory, the Grand Alliance ensured the fall of various French territories, giving them a significant strategic and tactical advantage during this stage of the war. The battle was fought in the later years of the war, a conflict that had come about as a result of English, Dutch and Habsburg apprehension at the possibility of a Bourbon succeeding the deceased King of Spain, Charles II, and combining their two nations and empires into one."
Oulart1798,Ireland,52.5039145,-6.3908617,763,Oulart,1798,"['Irish', 'Ireland', 'Gorey', 'County', 'North']",Irish Rebellion,Irish Rebels,United Kingdom,,,1.0,Land,,No,,,,No description available
Oulo1918,Finland,65.0120888,25.4650772,764,Oulo,1918,"['White', 'Russians']",Finnish War of Independence,Finland,Bolsheviks,,,1.0,Land,,No,,,,No description available
Oum Chalouba1983,Chad,15.8008709,20.7710608,764,Oum Chalouba,1983,"['Chads', 'French', 'Libyan', 'Goukouni']",Chad Civil Wars,Chad,Chadian Rebels,,,,Land,,No,,,,No description available
Oum Droussa1977,Mauritannia,21.8864169,-11.9790041,764,Oum Droussa,1977,"['Western', 'Zouerate', 'Moroccan']",Western Sahara Wars,Polisario,Morocco,,,,Land,,No,,,,No description available
Ourcq1814,France,49.1082329,3.1194603,764,Ourcq,1814,"['Napoleonic', 'French', 'Prussian', 'Meaux', 'Paris', 'Crouy']",Napoleonic Wars ,France,Prussia,,,3.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p167",,,No description available
Ourcq1914,France,49.1082329,3.1194603,764,Ourcq,1914,"['German', 'Paris', 'French']",World War I,France,Germany,,,4.0,Land,,No,"Clodfelter, Warfare and  Armed Conflict, p389",1,,No description available
Ourique1139,Portugal,37.6521402,-8.2243904,764,Ourique,1139,"['Christian', 'Portugal', 'Muslims', 'Tagus', 'Portugal', 'Muslims', 'Portugal']",Christian Reconquest of Portugal,Portugal,"Iberian Muslims, African Muslims",,,,Land,,No,,,,"The Battle of Ourique (Arabic: معركة أوريكه) took place on 25 July 1139, in which the forces of Portuguese count Afonso Henriques (of the House of Burgundy) defeated those led by the Almoravid governor of Córdoba, Muhammad Az-Zubayr Ibn Umar, identified as ""King Ismar"" in Christian chronicles."
Ourthe1794,Belgium,50.491111,5.705,764,Ourthe,1794,"['French', 'Namur', 'Austrian', 'Austrians']",French Revolutionary Wars (1st Coalition),France,Austria,,,2.0,Land,,No,"The Field and the Forge, Landers, p390",,,No description available
Oveida1809,Spain,43.3619145,-5.8493887,764,Oveida,1809,"['Asturia', 'Spanish', 'French', 'Asturian', 'Oveida', 'Oveida']",Napoleonic Wars,France,Spain,,,,Land,,No,,,,No description available
Oveida1936,Spain,43.3619145,-5.8493887,765,Oveida,1936,"['Spanish', 'Oveida', 'Asturias']",Spanish Civil War,Spanish Nationalists,Spanish Republicans,,,2.0,Land,,No,,,,No description available
Owerri1968,Nigeria,5.489059,7.0175879,765,Owerri,1968,['Nigerian'],Biafran War,Nigeria,Biafran Rebels,,,1.0,Land,,No,,1,,No description available
Oviumbo1904,Namibia,-21.8378174,17.2572026,765,Oviumbo,1904,"['German', 'Windhoek', 'German', 'Southwest Africa']",German Colonial Wars in Africa,Hereros,Germany,,,,Land,,No,,,,No description available
Owikokorero1904,Namibia,-20.5889386,17.4522362,765,Owikokorero,1904,"['German', 'Windhoek', 'German', 'Southwest Africa', 'Owikokorero', 'German', 'Okaharui']",German Colonial Wars in Africa,Germany,Hereros,,,1.0,Land,,No,For location https://www.deutschsuedwester.de/index.php/postgeschichte/liste-der-postaemter/167-station-owikokorero,1,,No description available
Oxford1141,United Kingdom,51.7520209,-1.2577263,765,Oxford,1141,['Anarchy'],English Period of Anarchy,King Stephen ,Empress Matilda,,,,Land,,No,,,,"The Ole Miss riot of 1962 (September 30 – October 1, 1962), also known as the Battle of Oxford, was a race riot that occurred at the University of Mississippi—commonly called Ole Miss—in Oxford, Mississippi, as segregationist rioters sought to prevent the enrollment of African American applicant James Meredith. President John F. Kennedy eventually quelled the riot by mobilizing more than 30,000 troops, the most for a single disturbance in United States history."
Oyuwan1932,China,29.0756527,113.9184073,"Clodfelter, p362",Oyuwan,1932,,2nd Chinese Revolutionary Civil War,Chinese Communists,Chinese Nationalists,,,3.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p362",1,,No description available
Oyster River1694,United States,43.121739,-70.9484201,765,Oyster River,1694,"['Abnaki Indians', 'Quebec']",King William's War,Massacre,,"France, Abenaki",England,1.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p66",,1.0,No description available
Ozernoe1655,Ukraine,49.6347436,25.0756648,765,Ozernoe,1655,"['Russo', 'Russian', 'Vasili', 'Lvov', 'Zborov', 'Polish', 'Girai', 'Ukrainian', 'Russia', 'Poltava']",Russo-Polish Wars,"Russia, Ukraine","Poland, Tatars",,,,Land,,No,,,,No description available
Paardeberg1900,"Paardeberg Drift, South Africa",-28.9386974,25.1751526,767,Paardeberg,1900,"['Kimberley', 'Paardeberg', 'British']",2nd Anglo-Boer War ,United Kingdom,Transvaal,,,2.0,Land,,No,"Opsrey Guide to the Boer War 1899-1902, Gregory Fremont-Barnes, p80; Encyclopedia of Battles, Eggenberger, p321; Clodfelter, Warfare and Armed Conflict, p211",,,"The Battle of Paardeberg or Perdeberg (""Horse Mountain"", 18–27 February 1900) was a major battle during the Second Anglo-Boer War. It was fought near Paardeberg Drift on the banks of the Modder River in the Orange Free State near Kimberley (now in Letsemeng Local Municipality, Free State)."
Padua1509,Italy,45.4064349,11.8767611,767,Padua,1509,"['Cambrai', 'France', 'Germany', 'Papacy', 'Venice', 'Agnadello', 'Venetian', 'Italian', 'Venice', 'Italy']",War of the League of Cambrai,"Holy Roman Empire, Papal States",Venice,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p305",,,No description available
Paducah1864,United States,37.0833893,-88.6000478,767,Paducah,1864,"['Tennessee', 'Kentucky', 'Ohio']",American Civil War,United States,Confederate States of America,,,,Land,,No,,,,"The Battle of Paducah was fought on March 25, 1864, during the American Civil War. A Confederate cavalry force led by Maj. Gen. Nathan Bedford Forrest moved into Tennessee and Kentucky to capture Union supplies. Tennessee had been occupied by Union troops since 1862. He launched a successful raid on Paducah, Kentucky, on the Ohio River."
Paekchon663,North Korea,37.9782752,126.2956181,767,Paekchon,663,"['Sino-Korean', 'Korean', 'Sabi', 'China', 'Silla', 'Japan', 'Japanese', 'Japan']",Sino-Korean Wars,"China, Silla","Paekche, Japan",,,3.0,Sea,,No,,1,,No description available
Pagahm-mew1826,Myanmar,21.1717271,94.8585458,767,Pagahm-mew,1826,"['Ava', 'British', 'Pagan', 'Tenasserim', 'Britain']",1st British-Burmese War,United Kingdom,Burma,,,2.0,Land,,No,"Harbottle's Dictionary of Battles, George Bruce, 1979, p191",,,No description available
Pagasae-352,Greece,39.3621896,22.942159,767,Pagasae,-352,"['Pagasae', 'Phocians']",3rd Sacred War,Macedonia,Phocia,,,,Land,,Battle followed by massacre,,,,No description available
Pago Largo1839,Argentina,-29.9305241,-58.2860413,768,Pago Largo,1839,"['Argentine', 'Argentine']",Argentine Civil Wars,President de Rosas,Governor of Corientes,,,,Land,,No,,,,No description available
Pakozd1848,Hungary,47.2174835,18.4708388,768,Pakozd,1848,"['Hungarian', 'Hungarian', 'Budapest', 'Stuhlweissenberg', 'Pakozd', 'Velencze', 'Hungarian', 'Hungarians', 'Vienna']",Hungarian Revolutionary Wars,Draw,,Austria,Hungarian Rebels,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p650",,,"The Battle of Pákozd (or Battle of Sukoró) was a battle in the Hungarian war of Independence of 1848–1849, fought on the 29 September 1848 in the Pákozd – Sukoró – Pátka triangle. It was the first and one of the most important major battles of the war of independence, in which the Hungarian revolutionary army led by Lieutenant-General János Móga stopped the troops of the Croatian Ban Josip Jelačić, who, in accordance with the Habsburg plans, was marching towards Pest to occupy it and chase out the Hungarian national government. After the battle Lieutenant General Josip Jelačić concluded an armistice with the Hungarians, but then retreated towards Vienna. Thanks to this victory Hungary repulsed the first attempt of the Habsburg empire to put down the autonomous Hungarian government, and to restore its full control over the country. The Battle of Pákozd is one of the most remembered battles in Hungarian history,"
Palace1811,Colombia,2.4744153,-76.4291256,768,Palace,1811,['Pasto'],Colombian War of Independence,Colombian Rebels,Spain,,,,Land,,No,,,,No description available
Palace1813,Colombia,2.4744153,-76.4291256,768,Palace,1813,"['Colombia', 'Popayan', 'Republican', 'Bogota']",Colombian War of Independence,Colombian Rebels,Spain,,,1.0,Land,,No,,1,,No description available
Palais Gallien1649,France,44.8469099,-0.5857159,"Harbottle's, p191",Palais Gallien,1649,,1st War of the Fronde,France,Frondeurs,,,2.0,Land,,No,"Harbottle's Dictionary of Battles, George Bruce, 1979, p191",,,No description available
Palan1883,Vietnam,21.0199829,105.8035227,"Showalter, p722",Palan,1883,,Sino-French War,France,"Vietnam, China",,,1.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p722",,,The Battle of Palan (1 September 1883) was one of several clashes between the Tonkin Expeditionary Corps and Liu Yongfu's Black Flag Army during the Tonkin campaign (1883–1886).
Palanan1901,Philippines,16.9969158,122.4014193,768,Palanan,1901,"['Macabebe', 'Palanan']",Philippine-American War,United States,Philippines,,,,Land,,No,,,,No description available
Palau Islands1944,Palau,7.51498,134.58252,768,Palau Islands,1944,"['Palau Islands', 'the Mariana Islands', 'Philippines', 'Palau    Islands', 'Americans', 'Japanese']",World War II,United States,Japan,,,,Land,,No,,,,"The Mariana and Palau Islands campaign, also known as Campaign Plan Granite II, was an offensive launched by United States forces against Imperial Japanese forces in the Pacific Ocean between June and November 1944 during the Pacific War. The campaign consisted of Operation Forager, which captured the Mariana Islands, and Operation Statemate, which captured Palau. Operation Causeway, the invasion of Taiwan was also planned but not executed. The offensive, under the overall command of Chester W. Nimitz, followed the Gilbert and Marshall Islands campaign and was intended to neutralize Japanese bases in the central Pacific, support the Allied drive to retake the Philippines, and provide bases for a strategic bombing campaign against Japan."
Palawan Passage1944,Philippines,9.8349493,118.7383615,768,Palawan Passage,1944,"['Japanese', 'Brunei', 'American', 'Leyte', 'Philippines', 'American']",World War II,United States,Japan,,,,Sea,,No,,,,"The Battle of Leyte Gulf (Japanese: レイテ沖海戦, romanized: Reite oki Kaisen, lit. 'Leyte Open Sea Naval Battle', Filipino: Labanan sa Golpo ng Leyte) was the largest naval battle of World War II and by some criteria the largest naval battle in history, with over 200,000 naval personnel involved. "
Palembang1942,Indonesia,-2.9760735,104.7754307,768,Palembang,1942,"['Dutch', 'British-American', 'Japanese', 'Palembar', 'Sumatra', 'Japanese']",World War II,Japan,"United States, Netherlands, United Kingdom",,,2.0,Sea and Air,,No,"Clodfelter, Warfare and Armed Conflict, p516",1,,"The Battle of Palembang was a battle of the Pacific theatre of World War II. It occurred near Palembang, on Sumatra, on 13–15 February 1942. The Royal Dutch Shell oil refineries at nearby Plaju (then Pladjoe) were the major objectives for the Empire of Japan in the Pacific War, because of an oil embargo imposed on Japan by the United States, the Netherlands, and the United Kingdom after the Japanese invaded China. With the area's abundant fuel supply and airfield, Palembang offered significant potential as a military base to both the Allies and the Japanese."
Palencia1870,Guatemala ,14.6672532,-90.3583606,769,Palencia,1870,"['Central American', 'Guatemala City', 'Palencia', 'San Lucas', 'Muslim', 'Arab', 'Byzantine', 'Mazara', 'Mineo', 'Spain', 'North Africa', 'Muslim', 'Arabs', 'Crossing', 'Sicily', 'Apulia', 'Muslims']",Central American National Wars,Guatemalan Government,Guatemalan Rebels,,,,Land,,No,,,,"In the Battle of Tordesillas, Battle of Villa Muriel or Battle of Palencia between 25 and 29 October 1812, a French army led by Joseph Souham pushed back an Anglo-Portuguese-Spanish army commanded by Arthur Wellesley, Marquess Wellington. After its failed Siege of Burgos, the 35,000-man Allied army withdrew to the west, pursued by Souham's 53,000 French soldiers. On 23 October, French cavalry defeated the Allied rear guard in the Battle of Venta del Pozo. The Allies pulled back behind the Pisuerga and Carrión Rivers and took up a defensive position."
Palermo830-831,Italy,38.1156879,13.3612671,769,Palermo,830-831,['Naples'],Byzantine-Muslim Wars,Muslim Caliphate,Byzantium,,,,Land,,No,,,,"The Battle of Palermo took place on 2 June 1676 during the Franco-Dutch War, between a French force sent to support a revolt in the city of Messina against the Spanish rule in Sicily, and a Spanish force supported by a Dutch maritime expedition force."
Palermo1071,Italy,38.1156879,13.3612671,769,Palermo,1071,['Naples'],Norman Conquest of Southern Italy,Normans,Kalbid Emirate,,,,Land and Sea,,No,,,,"The Battle of Palermo took place on 2 June 1676 during the Franco-Dutch War, between a French force sent to support a revolt in the city of Messina against the Spanish rule in Sicily, and a Spanish force supported by a Dutch maritime expedition force."
Palermo1647,Italy,38.1156879,13.3612671,769,Palermo,1647,['Naples'],Allesis Insurrection,Spain,Sicilian Rebels,,,,Land,,Battle followed by massacre,,,,"The Battle of Palermo took place on 2 June 1676 during the Franco-Dutch War, between a French force sent to support a revolt in the city of Messina against the Spanish rule in Sicily, and a Spanish force supported by a Dutch maritime expedition force."
Palermo1676,Italy,38.1156879,13.3612671,769,Palermo,1676,"['Dutch', 'Dutch', 'French', 'Spain', 'Palermo', 'French', 'Dutch']",3rd Dutch War,France,Netherlands,,,2.0,Sea,,No,"Harbottle's Dictionary of Battles, George Bruce, 1979, p191",,,"The Battle of Palermo took place on 2 June 1676 during the Franco-Dutch War, between a French force sent to support a revolt in the city of Messina against the Spanish rule in Sicily, and a Spanish force supported by a Dutch maritime expedition force."
Palermo1848,Italy,38.1156879,13.3612671,"Harbottle's, p191",Palermo,1849,,1st Italian War of Independence,Sicilian Rebels,Naples,,,2.0,Land,,No,"Harbottle's Dictionary of Battles, p191",,,"The Battle of Palermo took place on 2 June 1676 during the Franco-Dutch War, between a French force sent to support a revolt in the city of Messina against the Spanish rule in Sicily, and a Spanish force supported by a Dutch maritime expedition force."
Palermo1860,Italy,38.1156879,13.3612671,769,Palermo,1860,"['Italian', 'Sicily', 'Palermo', 'Neapolitans']",2nd Italian War of Independence,Garibaldi's Redshirts,Naples,,,2.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p182",,,"The Battle of Palermo took place on 2 June 1676 during the Franco-Dutch War, between a French force sent to support a revolt in the city of Messina against the Spanish rule in Sicily, and a Spanish force supported by a Dutch maritime expedition force."
Palermo1943,Italy,38.1156879,13.3612671,769,Palermo,1943,"['American', 'Agrigento', 'Italian', 'Americans']",World War II,United States,Italy,,,,Land,,No,,,,"The Battle of Palermo took place on 2 June 1676 during the Franco-Dutch War, between a French force sent to support a revolt in the city of Messina against the Spanish rule in Sicily, and a Spanish force supported by a Dutch maritime expedition force."
Palestrina1849,Italy,41.8383438,12.888712,769,Palestrina,1849,"['Italian', 'French', 'Ferdinand', 'Rome', 'Neapolitans', 'Bourbon', 'Velletri']",1st Italian War of Independence,Garibaldi's Redshirts,Naples,,,2.0,Land,,No,,,,No description available
Palestro1859,Italy,45.3017481,8.5324328,770,Palestro,1859,"['Italian', 'Austrian', 'Austrians', 'Piedmontese', 'Palestro', 'Austrians', 'Palestro']",2nd Italian War of Independence,Piedmont,Austria,,,,Land,,No,,,,"The Battle of Palestro was fought on 30–31 May 1859 between the Austrian Empire and the combined forces of the Kingdom of Sardinia-Piedmont and France. The Franco-Piedmontese forces were victorious. It was fought just south to Palestro, a town in what is now the province of Pavia in northern Italy. It was believed that the Battle of Palestro was the last European battle in which a European Monarch rode into battle, that being King Victor Emmanuel II, who directly entered the fray with the Austrians."
Pali1857,India,25.7710893,73.3234478,770,Pali,1857,"['Indian', 'British', 'Jodhpur', 'Jodhpur', 'Thakur']",Indian Mutiny,Awah,Jodhpur,,,,Land,,No,,,,No description available
Palkane1713,Finland,61.3306619,24.2350475,"Showalter, 2014",Palkane,1713,,2nd Great Northern War,Russia,Sweden,,,2.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p418",,,"The Battle of Pälkäne, sometimes called the Battle at Kostianvirta or Battle on the Pialkiane River (‹See Tfd›Russian: Битва на реке Пялькяне) was fought between the Russian army under Admiral Fyodor Apraksin and the defending Finnish army of Sweden under General Carl Gustaf Armfeldt on 17 October 1713, as part of the Great Northern War. It resulted in a Russian victory, although General Armfeldt was able to withdraw his army in good order."
Palkhed1728,India,20.0978207,73.8430217,770,Palkhed,1728,"['India', 'Aurangabab']",Later Mughal-Maratha Wars,Marathas,Hyderabad,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p399",,,"The Battle of Palkhed was fought on 28 February 1728 at the village of Palkhed, near the city of vaijapur, in what is now  Maharashtra, India, between the Maratha Confederacy and the Hyderabad State  wherein the Marathas defeated the Nizam of Hyderabad."
Pallet1793, France,47.139777,-1.337189,770,Pallet,1793,"['French', 'Republican', 'Torfou']",French Revolutionary  Wars (Vendee War),Vendeen Rebels,France,,,,Land,,Battle followed by massacre,,,,No description available
"Palmar, Mexico1812",Mexico,18.835788,-97.5562652,770,"Palmar, Mexico",1812,"['Mexico', 'Mexican', 'Palmar']",Mexican War of Independence,Mexican Rebels,Spain,,,1.0,Land,,No,,,,No description available
"Palmar, Mexico1813",Mexico,18.835788,-97.5562652,770,"Palmar, Mexico",1813,"['Mexico', 'Mexican', 'Royalist', 'Palmar', 'Puebla', 'Puruaran']",Mexican War of Independence,Mexican Rebels,Spain,,,,Land,,No,,,,No description available
"Palmar, Uruguay1838",Uruguay,-30.7256719,-59.8480544,770,"Palmar, Uruguay",1838,"['Uruguayan', 'Carpinteria', 'Uruguayan', 'Uruguay']",Uruguayan Civil War,Uruguayan Rebels,Uruguay,,,,Land,,No,,,,No description available
Palmira1831, Colombia,3.5320562,-76.3129351,770,Palmira,1831,"['Colombian', 'Obando']",Colombian Civil War,Colombian Liberal Rebels,Colombia,,,,Land,,No,,,,No description available
Palmito Ranch1865,United States,25.9747454,-97.3828427,771,Palmito Ranch,1865,"['Brownsville', 'Texas']",American Civil War,Confederate States of America,United States,,,1.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p295",,,"The Battle of Palmito Ranch, also known as the Battle of Palmito Hill, is considered by some criteria the final battle of the American Civil War. It was fought May 12 and 13, 1865, on the banks of the Rio Grande east of Brownsville, Texas, and a few miles from the seaport of Los Brazos de Santiago, at the southern tip of Texas. The battle took place more than a month after the surrender of the Army of Northern Virginia under Robert E. Lee to Union forces at Appomattox Court House, which had since been communicated to both commanders at Palmito. In the intervening weeks the Confederacy had collapsed entirely, so it could also be classified as a postwar action."
Palmyra272,Syria,34.570012,38.2921653,771,Palmyra,272,"['Queen Zenobia', 'Syrian', 'Persian', 'Aurelian', 'Rome', 'Palmyreans']",Roman-Palmyrean War,Rome,Palmyra,,,,Land,,No,,,,Battle of Palmyra may  refer to:
Palmyra1941,Syria,34.570012,38.2921653,771,Palmyra,1941,"['Damascus', 'Vichy', 'Syria', 'Iraq', 'Tadmur', 'Syria', 'Vichy']",World War II,"United Kingdom, Arab Legion",Vichy France,,,,Land,,No,,,,Battle of Palmyra may  refer to:
Palo1815, Colombia,4.6225266,-74.0656426,771,Palo,1815,"['Spanish', 'Vidaurrazaga']",Colombian War of Independence,Colombian Rebels,Spain,,,,Land,,No,,,,No description available
Palo Alto1846,United States,26.0192796,-97.4759294,771,Palo Alto,1846,"['Palo Alto', 'American', 'Palo Alto', 'Mexican', 'Mexicans']",American Mexican War,United States,Mexico,,,1.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p646",,,"The Battle of Palo Alto (Spanish: Batalla de Palo Alto) was the first major battle of the Mexican–American War and was fought on May 8, 1846, on disputed ground five miles (8 km) from the modern-day city of Brownsville, Texas. A force of some 3,700 Mexican troops – most of the Army of The North – led by General Mariano Arista engaged a force of approximately 2,300 United States troops – the Army of Occupation led by General Zachary Taylor."
Palo Duro1874,United States,34.9372547,-101.6611192,771,Palo Duro,1874,"['Indians', 'Texas', 'Palo Duro', 'Amarillo', 'Kiowa', 'Indian']",Red River Indian War,United States,Kiowa Indians,,,1.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p271",,1.0,"The Battle of Palo Duro Canyon was a military confrontation and a significant United States victory during the Red River War. The battle occurred on September 28, 1874, when several U.S. Army companies under Ranald S. Mackenzie attacked a large encampment of Plains Indians in Palo Duro Canyon in the Texas Panhandle."
Palo Hincado1808,Dominican Republic,18.470275,-69.8930034,"Showalter, p544",Palo Hincado,1808,,Napoleonic Wars (Peninsula Campaign),Spain,France,,,1.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p455",,,"The Battle of Palo Hincado (Palo Hincado Stands for ""Kneeling Stick"")  was the first major battle of the Spanish reconquest of Santo Domingo of the Spanish colonial Captaincy General of Santo Domingo, that was occupied by the French in the Spanish West Indies. The site is in the present-day Dominican Republic, on the island of Hispaniola in the Caribbean. "
Palonegro1900,Colombia,7.1280895,-73.1812714,771,Palonegro,1900,[],Colombian War of the Thousand Days,Colombia,Colombian Liberal Rebels,,,3.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p327",,,"The Battle of Palonegro was a battle in the Santander Department of Colombia, than lasted from May 11—26, 1900, in the early days of the Thousand Days War. The commanding general of the Liberal armies, Gabriel Vargas Santos, ordered his troops to retire to Palonegro, near the city of Bucaramanga in the Santander Department of Colombia. After the battle, the war escalated, and became one of the most brutal conflicts in early 20th century South America."
Palosina1919,Pakistan,31.2630091,70.1237945,771,Palosina,1919,"['Mahsud', 'Waziristan', 'Peshawar', 'Indian']",Waziristan Campaign,Waziri Rebels,United Kingdom,,,,Land,,No,,,,No description available
Pa Mok1585,Thailand,14.4898853,100.4259385,772,Pa Mok,1585,['Ayutthaya'],Burmese-Siamese War,Siam,Chiang Mai,,,4.0,Land and Sea,,No,,,,No description available
Pampa Grande1933,Paraguay,-23.0333127,-60.1754218,772,Pampa Grande,1933,"['Bolivian', 'Pozo']",Chaco War,Paraguay ,Bolivia,,,1.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p384",,,No description available
Pamplona1813,Spain,42.812526,-1.6457745,772,Pamplona,1813,"['Vitoria', 'British', 'Spanish', 'Pamplona', 'French', 'France']",Napoleonic War,"United Kingdom, Spain",France,,,,Land,,No,,,,== Italian War of 1494–98 ==
Pamunkey1625,United States,37.5694781,-77.004626,772,Pamunkey,1625,"['Powhatan', 'Indian', 'English', 'Virginia']",Powhatan Indian Wars,Massacre,,England,Algonquin Confederation,,Land,,Yes,,,,No description available
Panama1671,Panama,9.0817276,-79.5932241,772,Panama,1671,"['Panama', 'Morgans', 'Panama', 'Panama', 'Spanish']",Morgan's Raid on Panama,England,Spain,,,1.0,Land,,No,"Harbottle's Dictionary of Battles, George Bruce, 1979, p192",,,No description available
Panaro1815,Italy,44.6168085,11.010326,"Showalter, p558",Panaro,1815,,Napoleonic Wars (the Hundred Days),Kingdom of Naples,Habsburg Empire,,,2.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p558",,,No description available
Panama1989,Panama,9.0813885,-79.5932247,772,Panama,1989,"['Panama', 'Panama', 'Panama', 'the United States', 'American', 'Americans', 'Panamanian']",American Invasion of Panama,United States,Panama,,,3.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p645",1,,No description available
Panay Incident1937,China,32.1906083,119.4970996,772,Panay Incident,1937,"['American', 'British', 'Japanese', 'Nanjing', 'Japanese', 'American', 'America']",Sino-Japanese War,Japan,United States,,,1.0,Sea,,No,"Clodfelter, Warfare and Armed Conflict, p364",1,1.0,No description available
Pancalia978,Turkey,38.9090901,31.2825106,772,Pancalia,978,"['Byzantine', 'Asia Minor']",Byzantine Military Rebellions,Bardas Sclerus,Emperor Basil II,,,,Land,,No,,,,"The Battle of Pankaleia was fought in 978 or 979 between the army loyal to the Byzantine emperor Basil II, commanded by Bardas Phokas the Younger, and the forces of the rebel general Bardas Skleros, which ultimately led to the defeat and exile of the latter. Sources are unclear in the succession and location of the events, so that while earlier scholars followed John Skylitzes in placing the Battle of Pankaleia in March 979 as the decisive victory for loyalist forces, today, following Leo the Deacon's account, it is placed in June 978 and regarded as a defeat for Phokas."
Panchgaum1775,India,20.964171,79.0595163,773,Panchgaum,1775,"['Poon', 'Panchgaum', 'Nagpur']",Maratha Wars of Succession,Mudhoji,Sabaji Sindhi,,,,Land,,No,,,,No description available
Pancorbo1808,Spain,42.6300393,-3.1114879,773,Pancorbo,1808,"['Napoleonic', 'Spanish', 'Zornoza', 'French', 'Pancorbo', 'Valmaseda']",Napoleonic Wars,France,Spain,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p533",,,Battle of Pancorbo may refer to the following armed conflicts:
Pandjeh1885,Turkmenistan,35.2774342,62.3104619,"Clodfelter, p216",Pandjeh,1885,,Russian Conquest of Central Asia,Russia,Afghanistan,,,1.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p416",,,No description available
Pandosia-331,Italy,40.035872,16.8177626,773,Pandosia,-331,"['Macedonian', 'Italy', 'Greek', 'Lucanians']",Macedonia Conquests,Lucania,Epirus,,,,Land,,No,,,,"The Battle of Pandosia was fought in 331 BC between a Greek force led by Alexander I of Epirus against the Lucanians and Bruttians, two southern Italic tribes. The Italic army soundly defeated the invading Greeks and killed Alexander I of Epirus during the battle."
